name,symbol,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated,timestamp,EMA,RSI,MACD
Bitcoin,BTC,19569693.0,19569693.0,21000000.0,2010-07-13T00:00:00.000Z,10637,1,43112.9871304296,25840304901.984978,9.4385,-0.3806305,4.6855566,-0.65327713,18.56770864,60.62263057,63.48849996,843707922455.4581,51.9732,905372729739.02,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,42890.136137166315,61.83900512593882,86.95754247955483
Ethereum,ETH,120209039.96368828,120209039.96368828,,2015-08-07T00:00:00.000Z,8042,2,2302.5440619080127,12498912946.799671,3.2489,-0.23172474,5.56421067,2.07601345,13.31851393,48.20308308,42.10733847,276786611156.05347,17.0565,276786611156.05,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,2272.150423545612,74.40344118370912,12.370884087135892
Tether USDt,USDT,90659011200.68228,93609080552.55766,,2015-02-25T00:00:00.000Z,68153,3,1.000275358708543,50735309321.83774,3.4409,0.02273026,0.07822903,-0.00122692,-0.01189096,0.01730797,0.01275455,90683974948.92429,5.5862,93634856628.09,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.000240521241441,52.66169799619654,-8.973447460647321e-06
BNB,BNB,151696019.57775348,151696019.57775348,,2017-07-25T00:00:00.000Z,1846,4,252.12038983309336,875959199.562352,-34.6787,-0.05534669,0.88913037,9.10547563,3.50101209,21.89494482,18.94043906,38245659592.07177,2.3565,38245659592.07,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,251.08815978782016,54.256800534036906,0.3292656634719151
XRP,XRP,53957460981.0,99988170772.0,100000000000.0,2013-08-04T00:00:00.000Z,1172,5,0.6319733480891593,1404673759.8284009,-4.4655,-0.31504755,4.42681068,-0.41809538,-3.10725833,29.82710546,28.27499892,34099677270.552746,2.1013,63197334808.92,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.6273446428744893,64.43009709176408,0.0018284405314800134
Solana,SOL,427431029.00291663,564702451.0511297,,2020-04-10T00:00:00.000Z,559,6,72.99274175940465,2245545843.8961816,-3.7922,-0.4121681,10.18372774,13.32769405,37.75285052,234.44375169,285.89577627,31199362719.966496,1.9219,41219180180.48,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,71.30083749240974,73.65276640132376,0.718964806654796
USDC,USDC,24441354455.37876,24441354455.37876,,2018-10-08T00:00:00.000Z,15534,7,1.000181636570492,6381649379.566001,1.3103,0.01985582,0.00711536,0.00420227,0.0077426,0.00440854,0.00808939,24445793899.18021,1.5058,24445793899.18,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0001159554725942,52.635342014582314,-5.168919081643963e-07
Cardano,ADA,35329835380.821,36439975031.087,45000000000.0,2017-10-01T00:00:00.000Z,1004,8,0.6538393536656815,2048640265.4072275,93.1479,-0.51473948,12.67209627,49.41371979,82.29341016,165.25151917,162.69382372,23100036730.51093,1.423,29422770914.96,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.6562565846517151,45.9585725899316,-0.00227145457090705
Avalanche,AVAX,366207837.2222305,434240747.2222305,720000000.0,2020-07-13T00:00:00.000Z,594,9,38.91936919320448,2331915631.49562,18.4087,-1.37889031,5.23745704,45.09096434,132.62412767,326.89661363,319.15611268,14252578018.29692,0.8781,28021945819.11,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,38.732822576692854,50.967902587072636,0.05396035011406752
Dogecoin,DOGE,142229716383.70523,142229716383.70523,,2013-12-15T00:00:00.000Z,843,10,0.0973173921069664,730284993.3463672,-16.5655,-0.35948193,4.97167127,2.32723432,32.45480537,64.37899818,57.74017911,13841425078.575668,0.853,13841425078.58,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.09653689570337064,62.264788415802016,0.0003474453754104406
TRON,TRX,88432469882.3024,88432535749.40233,,2017-09-13T00:00:00.000Z,887,11,0.1054383631934541,240479822.3310049,-7.4221,-0.02414722,2.22260516,1.87826643,0.26905112,23.3184111,25.9660729,9324174877.544395,0.5744,9324181822.46,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.10457238329508403,87.16708456352575,0.0003425915099847521
Polkadot,DOT,1256165778.5979335,1388426280.3062851,,2020-08-19T00:00:00.000Z,641,12,7.405772513537052,484984284.9718677,2.8982,-1.82596163,8.73945131,22.97405784,40.37446487,97.60884949,81.45890188,9302877995.586449,0.5732,10282369183.76,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,7.440499437896027,42.36013915328998,-0.028334779814193745
Polygon,MATIC,9547810566.29954,10000000000.0,10000000000.0,2019-04-28T00:00:00.000Z,1158,13,0.8954934209204863,523969689.7485392,-21.3682,-0.58758372,6.01476655,8.73973266,-4.49770724,73.68558328,73.06563176,8550001546.316342,0.5267,8954934209.2,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.8858876747559296,61.97939303054118,0.0034528840236897063
Chainlink,LINK,556849970.4527867,1000000000.0,1000000000.0,2017-09-20T00:00:00.000Z,1500,14,15.183492761055682,585557980.8821917,-11.1884,-0.12115747,6.64243623,1.50302971,6.29295735,106.43400803,148.0062769,8454927495.363956,0.5208,15183492761.06,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,14.875826537363732,80.02531689237027,0.1144572766090679
Toncoin,TON,3454951785.8762035,5099549565.755107,,2021-08-26T13:40:22.000Z,178,15,2.1883484716615484,43904352.80398921,-11.2318,-0.15784446,4.68911934,-4.37493556,-7.32352906,13.4444351,12.26196919,7560638460.286528,0.4659,11159591498.38,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,2.196278222188195,45.43010135387575,0.0015717942870203672
Shiba Inu,SHIB,589346914631298.1,589589040239379.6,,2020-08-01T00:00:00.000Z,708,16,1.0047055103756118e-05,199601906.44429487,5.2911,-0.32884247,6.78790305,4.68754043,19.0302869,43.71752121,36.53565043,5921200926.5293045,0.3648,5923633575.86,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,9.967279492613233e-06,67.03670212567374,6.53222660192786e-08
Litecoin,LTC,73980689.06527983,84000000.0,84000000.0,2013-04-28T00:00:00.000Z,1064,17,73.87062641946441,398993092.3501031,16.0049,-0.11816795,3.16342366,0.83971205,4.38032889,20.08621948,16.93434954,5464999844.195842,0.3368,6205132619.24,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,73.31189087171936,73.02262612092846,0.22619157673551626
Dai,DAI,5347888595.746408,5347888595.746408,,2019-11-22T00:00:00.000Z,2859,18,1.00026602188728,292075281.12890774,-0.2585,-0.06159982,0.04255201,-0.00852117,0.08670471,0.04864152,0.03974795,5349311251.16361,0.3296,5349311251.16,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0003145270030054,49.44401051819995,0.00011804718169883266
Bitcoin Cash,BCH,19584968.75,19584968.75,21000000.0,2017-07-23T00:00:00.000Z,818,19,236.04831315625705,190108398.20755333,5.4742,-0.39438377,3.30346879,-3.34534493,0.26239083,10.50430087,10.76697673,4622998836.655508,0.2848,4957014576.28,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,234.81928753030033,58.924378049823005,0.4881923309345382
Cosmos,ATOM,378905351.0,378905351.0,,2019-03-14T00:00:00.000Z,617,20,11.710687436506149,328254435.4381624,-53.5504,-1.49238305,6.91344835,20.78916799,29.26794065,78.58691756,71.72066035,4437242133.580652,0.2733,4437242133.58,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,11.481479277155643,59.01803701157485,0.07215790641244979
Uniswap,UNI,588187015.71,1000000000.0,1000000000.0,2020-09-17T00:00:00.000Z,883,21,6.390372813942635,123069242.08536348,1.5355,-0.89417618,5.69398892,5.08804959,24.77743597,55.45007675,49.39963549,3758734314.707234,0.2315,6390372813.94,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,6.327932346785901,63.97007245226632,0.0331319932855072
OKB,OKB,60000000.0,300000000.0,,2019-04-30T00:00:00.000Z,110,22,59.65629045520278,13665687.66232486,-45.6128,-0.47701902,0.72270764,4.29021053,-1.92841864,38.52780804,41.42077955,3579377427.3121667,0.2205,17896887136.56,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,59.58468036175602,52.41130321212619,0.10312195995179962
Stellar,XLM,28157588166.05471,50001787076.76264,50001806812.0,2014-08-05T00:00:00.000Z,556,23,0.1262454652193377,91179604.70676124,-3.2399,-0.19908135,4.70561323,1.27372572,6.1027247,20.6604331,5.95912603,3554767817.478095,0.219,6312501362.79,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.12544669248539658,65.58799974736509,0.000415069492933684
UNUS SED LEO,LEO,928217278.9,985239504.0,,2019-05-21T00:00:00.000Z,39,24,3.651734007575753,2789241.32560183,42.9234,-0.82005804,-0.6744302,-3.737378,-10.56763587,-3.62758199,-1.38022185,3389602603.7785573,0.2089,3597832602.36,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,3.671993501826075,39.33555957115685,-0.0020128238554000255
Monero,XMR,18370868.2322307,18370868.2322307,,2014-05-21T00:00:00.000Z,258,25,168.41796649511488,93481959.30914225,-12.1153,-0.39947627,-0.15942246,-3.03560549,3.36156779,10.28184514,14.44599164,3093984270.4220004,0.1907,3093984270.42,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,168.6245697424833,37.89905324115391,-0.025684386852617536
Ethereum Classic,ETC,144518332.62643334,210700000.0,210700000.0,2016-07-24T00:00:00.000Z,474,26,20.81785856887079,188778065.9370401,0.3091,-0.50563718,5.04647546,-1.82952434,6.99524889,39.30259084,35.47857077,3008562209.2261143,0.1854,4386322800.46,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,20.616147414619235,58.9214604893743,0.06294153883182574
Immutable,IMX,1288194242.490024,2000000000.0,2000000000.0,2021-06-24T00:00:00.000Z,221,27,2.270042539673096,227018415.8643036,7.4769,3.80053184,15.22750423,60.8987938,98.0099931,330.58580442,359.33901689,2924255729.814314,0.1802,4540085079.35,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.0918615263499407,88.18671511442832,0.04844883434825409
Internet Computer,ICP,450233218.6315801,510618840.9494564,,2021-03-23T00:00:00.000Z,182,28,6.413950793716381,150414551.75093433,35.768,0.22090835,11.65728224,29.61530809,47.73916205,103.42098225,118.43594299,2887773709.999504,0.1779,3275084120.19,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,6.418945109526064,55.30091734918342,0.009863604712989194
Kaspa,KAS,21917708231.23444,21917707790.737183,28700000000.0,2022-06-01T00:03:58.000Z,70,29,0.1285023928166217,54592703.27298752,3.78,0.21223184,6.65785008,-2.35399516,48.97154833,199.40699602,167.83686663,2816477952.7701902,0.1735,3688018673.84,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.12730747001727716,59.29938681580405,0.0005718959151093661
Hedera,HBAR,33576848013.37187,50000000000.0,50000000000.0,2019-09-17T00:00:00.000Z,200,30,0.080736833054515,130789346.81531496,37.7267,-0.23277197,7.82741165,19.91645846,37.46808932,71.90528208,61.77933798,2710888372.552431,0.167,4036841652.73,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.07947769363393797,71.82650965946637,0.0008487820185731493
Injective,INJ,83755555.66,100000000.0,,2020-09-29T00:00:00.000Z,242,31,31.39168995614461,435262117.71507525,39.5704,0.77090054,25.50999391,81.01734132,100.55287363,313.02490952,336.46842756,2629228435.3833327,0.162,3139168995.61,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,31.137294029104773,61.67601601630404,0.29646593641295027
Cronos,CRO,25263013692.0,30263013692.0,30263013692.0,2018-12-14T00:00:00.000Z,220,32,0.1037140851725486,18801521.23545045,-1.1686,-0.04936885,5.54963103,11.57197607,16.77198792,101.60079786,104.26564176,2620130353.767349,0.1614,3138700779.63,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.10229278789655424,65.25366546278796,0.0004027538159516175
TrueUSD,TUSD,2604896872.14,2604896872.14,,2018-03-06T00:00:00.000Z,502,33,0.9990355062016788,201508791.06925952,9.1891,-0.03806564,0.00080378,0.08353615,0.021404,-0.02092265,0.029769,2602384465.2615542,0.1603,2602384465.26,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.9995955056829233,35.78635250409512,-0.0004137929214291791
Aptos,APT,304551029.2756584,1070344507.2737168,,2022-10-19T01:50:25.000Z,289,34,8.403354186263341,280101649.2011929,-40.1626,-1.67837857,1.99719769,9.85820876,17.43030619,71.57986695,62.67805748,2559250166.794413,0.1577,8994483995.94,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,8.475619605927287,39.035673532184425,-0.015413398029709313
Filecoin,FIL,480401399.0,1961023253.0,,2017-12-13T00:00:00.000Z,406,35,4.815886676144138,164540043.85209355,2.2519,-0.44684815,6.67015053,-2.54537066,-1.30349345,50.22966121,46.7261428,2313558696.645104,0.1426,9444065755.73,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,4.752355522899488,69.42100167569839,0.03019544105797234
NEAR Protocol,NEAR,1004666471.0,1000000000.0,,2020-08-11T00:00:00.000Z,323,36,2.297276642672589,189255753.9295717,-24.1298,-0.73475717,6.08290686,1.98129363,48.44443669,125.49333906,106.1907245,2307996817.504598,0.1422,2297276642.67,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.285038606168096,49.12636549572092,-0.0004241447603079429
VeChain,VET,72714516834.0,85985041177.0,,2017-08-22T00:00:00.000Z,258,37,0.0305513465963188,91008392.52102298,-34.7086,-0.3435783,3.20005674,23.59161786,45.42658981,84.3447299,78.39837124,2221526406.379398,0.1369,2626958795.1,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.030945732591675233,35.73744987720413,-0.0001733505586289895
Lido DAO,LDO,889564459.4662849,1000000000.0,1000000000.0,2020-12-15T00:00:00.000Z,273,38,2.362226205099353,92229388.581197,10.0536,0.15899614,6.97203377,3.91439598,8.15731946,47.72454285,58.47021077,2101352477.2762997,0.1294,2362226205.1,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.325213072166956,68.67650590193307,0.013232290315587036
THORChain,RUNE,337433137.0,482907833.0,,2019-07-23T00:00:00.000Z,166,39,6.138612350486769,227925573.02216977,-1.177,-0.17605592,10.50317376,-3.49418829,26.55691837,272.6422405,255.98603967,2071371222.2516935,0.1276,2964383987.8,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,5.901903413146984,84.75473908436848,0.088283584026291
Celestia,TIA,150468185.284213,1009424657.534213,,2023-10-31T16:51:41.000Z,102,40,13.761463118736712,478305215.88381296,2.041,0.11383025,21.24107436,34.34520028,169.67112803,555.08336903,555.08336903,2070662382.3319397,0.1276,13891160195.8,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,12.852827078426175,78.8875221827358,0.3923887777404378
Optimism,OP,911294948.0,4294967296.0,4294967296.0,2022-05-31T16:19:46.000Z,396,41,2.270070673853388,307510928.3282479,-18.1387,-1.32634738,5.17963256,29.61972847,29.17618281,89.36042542,63.19772914,2068703936.685548,0.1274,9749879303.81,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.263768722538783,54.29798457487932,0.010757367521608607
Mantle,MNT,3132673946.0131407,6219316794.99,6219316795.0,2023-07-17T11:00:31.000Z,31,42,0.5941304341957396,14300237.14195379,-16.2232,0.0595522,3.51027725,-5.0186181,31.40626221,83.37099719,45.75385522,1861216931.738468,0.1146,3695085387.81,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.5882182163412857,74.34508039913115,0.002171014263566251
Render,RNDR,371908453.108796,530962614.9787833,536870912.0,2020-06-11T00:00:00.000Z,256,43,4.741565954038825,249440756.7689408,11.6457,-0.12932083,15.86571962,30.85336103,112.96398194,174.79997737,205.30595727,1763428459.2799118,0.1086,2545608838.05,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,4.499794426986135,90.02949620757735,0.14291897577535906
Algorand,ALGO,8006615887.06066,8006615887.06066,10000000000.0,2019-06-20T00:00:00.000Z,381,44,0.2094758198017608,133637191.59057032,14.4952,-1.11638227,11.08669963,31.83682462,60.36412736,119.53197247,124.35746033,1677192426.779834,0.1033,2094758198.02,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.2041054583326038,67.53925787978898,0.003061800566407119
The Graph,GRT,9323010425.197252,10791581551.359545,,2020-12-17T00:00:00.000Z,385,45,0.1761037304229819,79876147.3037235,25.3891,1.77012742,14.73431898,10.84749916,41.48548331,114.56367802,109.9701719,1641816914.6495874,0.1011,1900437768.36,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.16755809427099266,88.69773539860826,0.0028840819218348968
MultiversX,EGLD,26323023.0,26328175.0,31415926.0,2020-09-04T00:00:00.000Z,205,46,61.91398789845163,75934248.356509,-27.504,1.52130081,5.51524056,27.75078911,38.96303257,154.37895398,151.50048464,1629763327.472664,0.1004,1945085262.18,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,61.09376154436359,55.07969970285992,-0.12233258388177859
FTX Token,FTT,328895103.813207,328895103.813207,352170015.0,2019-07-31T00:00:00.000Z,200,47,4.9495682915480375,169099731.27317706,-6.5033,0.49524626,-8.43096356,9.31284612,52.93284073,369.39053819,377.34960504,1627888777.0792491,0.1003,1743089539.48,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,4.939200127362011,45.70318531115347,-0.007115635433378564
Stacks,STX,1427819133.386381,1818000000.0,1818000000.0,2019-10-28T00:00:00.000Z,133,48,1.1105107322287495,268301916.3877248,152.4583,0.37460309,23.03147308,9.72849426,76.11463994,118.30313974,143.3244108,1585608471.307129,0.0977,2018908511.19,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0700078665813522,73.41824319489166,0.02532581391699784
Arbitrum,ARB,1275000000.0,10000000000.0,,2023-03-23T12:50:11.000Z,658,49,1.1898744093450917,486476570.0724688,-44.7809,-0.75376499,5.40892253,11.4820107,9.68026378,47.99372322,50.52618551,1517089871.9149916,0.0934,11898744093.45,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.1752074181183223,59.052017128265604,0.005413819810316189
Aave,AAVE,14667475.26589485,16000000.0,16000000.0,2020-10-02T00:00:00.000Z,757,50,97.21353065282251,134742186.36905336,11.4051,-0.46259388,7.88245376,0.52060789,5.49554968,51.75687054,77.96959455,1425877056.3605852,0.0879,1555416490.45,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,95.39853721634907,76.30760632379373,0.7905351854010974
Quant,QNT,12072738.0,14881364.0,14881364.0,2018-08-10T00:00:00.000Z,213,51,115.38281543456436,25185340.15122641,7.0946,-0.76141384,7.22752233,5.58987551,14.0931574,35.1248894,25.54012307,1392986500.4438517,0.0858,1717053675.83,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,115.84372046285488,47.6229092461525,0.1541665223021198
First Digital USD,FDUSD,1386072781.71,1386072781.71,,2023-07-26T04:26:40.000Z,126,52,1.0011581051660114,3264771420.25977,-2.2257,-0.00715232,-0.13871843,0.07229466,0.10619611,0.08102854,0.13122249,1387677999.7589662,0.0855,1387677999.76,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,1.0021437195222311,31.868635663690924,-0.00045446630130485666
ORDI,ORDI,21000000.0,21000000.0,21000000.0,2023-05-08T05:51:24.000Z,90,53,61.633042085480575,823093076.9071811,63.0014,0.05962214,27.90981054,6.50909415,193.31769799,1841.4917479,1859.41573707,1294293883.795092,0.0797,1294293883.8,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,55.3985610421669,85.85944339813386,2.343297874295203
Synthetix,SNX,300816701.1290736,328193104.0887736,,2018-03-14T00:00:00.000Z,531,54,4.290608939375366,111416974.70254104,-35.2307,-0.96898914,-0.42814928,15.34002335,67.17017631,129.48439681,102.58536578,1290686826.9778106,0.0795,1408148266.24,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,4.2967623696224875,44.02373432029894,-0.005934613704050129
KuCoin Token,KCS,96732986.31902876,144232986.31894475,170118638.0,2017-10-24T00:00:00.000Z,43,55,13.099798516481815,10801778.51608718,23.5042,0.26927147,2.7354432,40.96761771,117.60287695,194.76258166,209.98359606,1267182630.676869,0.0781,2228519881.7,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,13.38754357796675,28.909598232183583,-0.182031678085238
BUSD,BUSD,1260859406.6281714,1260859406.6281714,,2019-09-20T00:00:00.000Z,7486,56,1.001354407750855,100843667.57818624,-50.6339,0.0118986,-0.18805987,0.09076742,0.12523156,0.071617,0.14033394,1262567124.381247,0.0778,1262567124.38,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0018412757263515,37.403314176798126,-0.0002504817898996148
Maker,MKR,918686.02063129,977631.03695089,1005577.0,2017-01-29T00:00:00.000Z,414,57,1370.5216178758735,56310570.75613178,-3.0355,-0.57198689,2.16468096,-4.30778825,-0.36031683,-3.58999791,13.07705609,1259079051.315544,0.0776,1378165016.94,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1369.9720251789004,53.405673682459316,2.0250442108572315
BitTorrent (New),BTT,951421714286000.0,990000000000000.0,,2019-01-31T00:00:00.000Z,134,58,1.3075845573279768e-06,72562446.44005711,-17.5267,-0.08070187,3.64040942,68.85118435,171.93204775,254.34179231,237.17740962,1244064341.1068842,0.0766,1294508711.75,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.3124481127590086e-06,38.74130306615084,-5.080510385683734e-09
Fantom,FTM,2803634835.5265927,3175000000.0,3175000000.0,2018-10-29T00:00:00.000Z,556,59,0.4327150395017294,163060646.5634908,4.7104,1.31773725,18.04043698,27.55445744,42.73562916,135.48892656,126.21133436,1213174958.6033142,0.0747,1373870250.42,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.40508578895036734,87.36065721607123,0.00969457191050177
Flow,FLOW,1476732732.0,1476732731.7355182,,2021-01-27T00:00:00.000Z,164,60,0.7935063210359911,51027037.41093498,-26.8859,-0.32018157,7.24747256,3.52522686,20.25172907,83.16081018,88.65593671,1171796757.3227482,0.0722,1171796757.11,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.7843121664353465,60.63985498271575,0.0029083771090389066
Beam,BEAM,47351513874.17106,62955102600.0,,2021-10-29T04:07:32.000Z,57,61,0.0242836654238547,179040478.66118562,138.222,4.68662988,11.71449768,52.71234512,199.49811296,393.29353256,393.29353256,1149868320.2333872,0.0708,1528780648.26,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.024799964757225578,49.03448631587858,-0.00018962651082628582
The Sandbox,SAND,2101731926.2233224,3000000000.0,3000000000.0,2020-08-05T00:00:00.000Z,471,62,0.528905978863505,160762893.3222908,3.2158,-0.71142162,8.75382972,17.42449321,23.66567368,82.39979419,78.24674106,1111618581.7478263,0.0685,1586717936.59,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.5219638551096326,66.29715260380516,0.00329668584702969
Theta Network,THETA,1000000000.0,1000000000.0,1000000000.0,2018-01-17T00:00:00.000Z,168,63,1.1035387886781405,31451064.55230662,40.6583,-0.23690659,7.53581357,5.64083493,20.65618935,86.00115152,83.78008132,1103538788.6781404,0.068,1103538788.68,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0908842591737888,55.691314824151945,0.001051468307503134
Terra Classic,LUNC,5831173751687.201,6821963741835.406,,2019-07-26T00:00:00.000Z,458,64,0.0001792187846565,132395172.53304844,-9.2273,-0.87375247,5.09423461,-13.56438411,129.1069608,210.64326936,209.84664592,1045055872.8986548,0.0644,1222624050.78,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.00017957876445345717,47.993293537603456,1.9304553017381824e-08
Helium,HNT,158767994.40203217,158767994.40203217,223000000.0,2020-06-05T00:00:00.000Z,103,65,6.358196112947628,50998827.53610527,146.482,-0.56721764,33.47234303,25.79115593,237.18560637,337.21532838,355.35983682,1009478044.8674916,0.0622,1417877733.19,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,5.820603438066788,80.34937941205553,0.2808105836649881
Axie Infinity,AXS,132040366.96947303,270000000.0,270000000.0,2020-08-31T00:00:00.000Z,387,66,7.415695131411692,67436055.48959889,-7.9855,-0.44069448,7.40115409,1.84285,22.0730822,73.10121274,57.12595122,979171106.4853344,0.0603,2002237685.48,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,7.278256027278096,74.02816169275975,0.052497537265617567
Bitcoin SV,BSV,19578581.25,19578581.25,21000000.0,2018-11-09T00:00:00.000Z,223,67,49.83998913889563,45737590.75761561,-3.4525,-0.30073386,4.76842935,-3.15375148,2.30456989,48.28288458,58.88738695,975796276.8549856,0.0601,1046639771.92,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,49.57876518291435,59.07669461007712,0.09423708907496575
Decentraland,MANA,1893095370.6427293,2193179327.320146,,2017-09-17T00:00:00.000Z,436,68,0.5103497281821172,124856322.38109057,16.9866,-0.84046839,7.40999705,5.29233953,18.77594346,77.59225423,76.24367602,966140707.8303416,0.0595,1119288473.55,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.5051355259220134,65.18538669894141,0.0032091038540396077
Bonk,BONK,60837624528359.0,93915674902775.5,100000000000000.0,2022-12-30T06:58:50.000Z,121,69,1.5124349259877615e-05,275693657.4427569,71.8549,-2.26883033,50.93087284,55.06317145,723.86778825,7548.76891265,7196.56981119,920129481.5081989,0.0567,1512434925.99,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.4363776188696524e-05,78.46031768864125,5.368313681567087e-07
Neo,NEO,70538831.0,100000000.0,100000000.0,2016-09-08T00:00:00.000Z,302,70,12.95868940996126,90573210.69431148,-32.5038,-0.3774921,4.81273219,8.80403765,12.78224417,87.83336867,78.52907818,914090802.2707472,0.0563,1295868941.0,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,12.854498050413401,59.6102777553391,0.04039579457468889
Tezos,XTZ,963488735.380786,984466524.989148,,2017-10-06T00:00:00.000Z,338,71,0.9487430390057192,36800857.22701346,-4.2339,-0.03643799,7.36104771,3.91653836,10.07678314,45.55083116,44.62262267,914103230.852944,0.0563,934005762.72,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.937175377900625,77.0906476817915,0.006326489788676559
IOTA,IOTA,3057265852.0,4600000000.0,4600000000.0,2017-06-13T00:00:00.000Z,122,72,0.2916292384353822,100768465.11636066,96.7424,-0.77882912,6.50340499,0.08310118,56.85310946,99.16394899,77.73399822,891588112.1132599,0.0549,1341494496.8,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.2883736893639361,57.8859491618318,0.004085303039728205
EOS,EOS,1111264816.4992,1111264816.4992,,2017-07-01T00:00:00.000Z,602,73,0.7902492054013955,122542957.83410498,-7.3619,-0.37797758,4.59073244,4.11914975,12.40841636,45.40833066,40.36567717,878176138.2290205,0.0541,878176138.23,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.7836923581591175,61.200368065558514,0.002284056612176122
Gala,GALA,26647198927.17292,28676359063.18755,50000000000.0,2020-09-16T00:00:00.000Z,345,74,0.0321510147910836,116224977.8213598,4.1974,-1.20562464,8.19648212,5.83435958,45.28928786,136.55926341,124.61241341,856734486.8484842,0.0528,1607550739.55,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.03198925439720948,59.50557968859376,0.000160511513514823
